$ mvm ls --all
                                                   microVMs                                                   
┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━┓
┃ microvm id                            ┃ state      ┃ image                 ┃ version ┃ started             ┃
│ microvm-8b3a8da8-b556-3578-8d57-2827… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 14:39:27 │
│ microvm-8b9725c8-2c15-3df6-9dca-ac73… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 14:42:20 │
│ microvm-8c3e547e-50ce-3115-bbc1-8909… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:32 │
│ microvm-8ccc66c0-e374-3337-b7b4-ae53… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:18:36 │
│ microvm-8cd3a97f-0cf1-33d3-9c32-1d5d… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:47 │
│ microvm-8d7b12ec-7a2c-31aa-a280-f6b4… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:57:17 │
│ microvm-8de1fc6d-f199-388d-ac76-9d8a… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:25:09 │
│ microvm-8e088253-f346-3ca7-b7af-1be3… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:12:13 │
│ microvm-90cd50e9-28db-3dde-a4d3-5534… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:36 │
│ microvm-9121320b-eae3-379b-a04f-7c0c… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:20:31 │
│ microvm-918afdef-a336-3302-9d33-e7ad… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:43 │
│ microvm-91a00719-8752-3faa-a060-06d1… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:11:42 │
│ microvm-953b2d61-2da6-3694-a7f8-15b2… │ TERMINATED │ handoff-agent         │ 4.0     │ 2026-09-20 15:02:12 │
│ microvm-955d6289-c938-371a-b0ec-ed60… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:03:15 │
│ microvm-96283371-eebb-3fb6-b813-49f3… │ TERMINATED │ handoff-agent         │ 4.0     │ 2026-09-20 14:37:29 │
│ microvm-970382c6-32d0-3d6d-af77-f7b6… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:32 │
│ microvm-97a5f28e-2a45-3b41-b727-84b6… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:25:08 │
│ microvm-97f5623e-bd27-3d12-93fc-161c… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:21:06 │
│ microvm-97f56e1a-3ac1-346e-a993-890e… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:57:26 │
│ microvm-985bf3d2-756d-312b-8e48-2879… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:03:55 │
│ microvm-98976623-f99f-3e27-9665-e741… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:30:12 │
│ microvm-98a3a256-e2b3-3812-abbe-ceaf… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:03:15 │
│ microvm-9a0a87de-493d-380a-983f-b01a… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:38:58 │
│ microvm-9a21a731-6266-3118-beb7-0303… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:30:01 │
│ microvm-9b3c4fb7-953e-3ad3-869e-54f3… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:57:29 │
│ microvm-9ba1dfee-aa45-325b-940c-10ce… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 13:12:43 │
│ microvm-9c1d46cd-25a5-3057-89e2-47ad… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:30:08 │
│ microvm-9e7a743c-6fda-368e-8871-2b92… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:21:05 │
│ microvm-9f1afa27-639c-3514-a85f-1769… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:02:57 │
│ microvm-a1f16a50-2105-3030-aafb-63c4… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:09:33 │
│ microvm-a3651a60-9b49-345d-bee0-e32c… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:35:16 │
│ microvm-a3b41a28-a03b-37ff-839b-7936… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:40:40 │
│ microvm-a4b125f6-2667-3259-9910-20cc… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:31:33 │
│ microvm-a546935f-c006-3ca9-94d0-5adf… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:18 │
│ microvm-a62a0955-4f0e-3d28-a636-4dba… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:11:42 │
│ microvm-a75724e9-67a0-3762-ac3f-b6a7… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:20:29 │
│ microvm-a757cebb-65d9-33e4-8d02-5e8b… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:13:13 │
│ microvm-a7bc94bd-7f3f-3746-a306-fc2d… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:32 │
│ microvm-a7f31116-2c7a-34f2-9844-1f71… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:42:41 │
│ microvm-a9b37a7f-d78d-3d99-b41d-3446… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:34:46 │
│ microvm-a9e553ea-63ec-3e5f-b129-5b60… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:56:03 │
│ microvm-a9f62b78-933d-3692-ad37-02a4… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:02:59 │
│ microvm-aa03e25e-b6c4-38e9-9d09-c01b… │ TERMINATED │ handoff-agent         │ 4.0     │ 2026-09-20 14:41:20 │
│ microvm-aa066e73-60a4-3fb8-a288-ed3f… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 14:38:38 │
│ microvm-ab45902f-27d6-38c5-af47-2266… │ TERMINATED │ security-review-agent │ 1.0     │ 2026-09-20 11:17:29 │
│ microvm-ac2b4186-b8d5-397c-b28b-e1c1… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:29:09 │
│ microvm-ac55e43c-f334-3d96-85cd-759f… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:18:52 │
│ microvm-ad2a1181-1f8b-3d17-b1fe-2a22… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:26:39 │
│ microvm-ad9b15dd-fb98-3583-876c-e5bc… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:03:38 │
│ microvm-add8d061-d462-31cd-b680-44ea… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:21:09 │
│ microvm-aed0ffa5-8ba2-3488-aa1c-ba95… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:06:22 │
│ microvm-af779375-4397-3675-9522-41a3… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 17:53:14 │
│ microvm-b08eecf5-f1e2-30d7-8c41-55d3… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:55:56 │
│ microvm-b0d74cbc-7436-3139-b6ae-1c0c… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:03:38 │
│ microvm-b10d61c8-7131-3d62-a462-0d9c… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:42:41 │
│ microvm-b16fb264-67a3-3f58-bfd4-f8d2… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:16:44 │
│ microvm-b352037f-a9b6-3e27-84b9-6ff7… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:20:14 │
│ microvm-b3c0ef67-1280-36aa-be80-51cb… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:03:32 │
│ microvm-b428d2ec-68df-3e01-b6f1-2f84… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:40:40 │
│ microvm-b5093f96-3919-3848-95c0-5d82… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:06:58 │
│ microvm-b56ef778-80ca-3efa-be02-9416… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:30:03 │
│ microvm-b5701bad-3ccc-3662-8f42-8e24… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:08:19 │
│ microvm-b7426cc0-7daa-35f5-b5d9-53d7… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:28:15 │
│ microvm-b74483ac-44ab-3c2c-91bc-60ca… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:35 │
│ microvm-b7dbd41f-4d92-3bb7-9ef7-1963… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:07:03 │
│ microvm-b8639063-d26d-3e79-bcfe-a206… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:06:54 │
│ microvm-b90ae783-94a2-3e51-9a6f-e296… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:42:40 │
│ microvm-ba982a51-3816-3d12-bd91-de3d… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:43:15 │
│ microvm-bb4696d4-a4aa-3937-9721-ce13… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:15:24 │
│ microvm-bb483a56-4d7f-3ab9-a4c0-835e… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:43:00 │
│ microvm-bb54be44-b7da-386a-a466-4c76… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:20:54 │
│ microvm-bcda2866-db06-3739-9cac-d6a9… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:15:24 │
│ microvm-bd80e8e8-ab5d-34d3-a188-3be4… │ TERMINATED │ handoff-agent         │ 4.0     │ 2026-09-20 14:19:08 │
│ microvm-bd8aae3d-5a37-3fd2-883b-7517… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:02:59 │
│ microvm-be17f08d-e46d-3b5a-8ce8-1e9f… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:30:07 │
│ microvm-bf16c502-0704-35c2-bfcc-7d98… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:42:48 │
│ microvm-bf23efe1-7931-3b18-bc6e-325c… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:56:51 │
│ microvm-bf4e4af1-d63f-3ad2-8384-5600… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:21:10 │
│ microvm-c047b1f9-3165-3a23-85bf-386e… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:42:41 │
│ microvm-c05b9774-bd1a-36a1-9a4a-cc8e… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:55:52 │
│ microvm-c0ebd00f-0c2f-3e2d-bc7b-d505… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:18 │
│ microvm-c1804c57-8b3c-3e39-ad46-2d5b… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:15:24 │
│ microvm-c1d07413-dd1a-32f9-ba41-ebad… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:28:13 │
│ microvm-c2b51727-64e5-3e17-9a8d-65b1… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:08:27 │
│ microvm-c2c458eb-989b-374d-a62d-7ec1… │ TERMINATED │ handoff-agent         │ 4.0     │ 2026-09-20 14:19:59 │
│ microvm-c357b6b3-7d34-311b-a9de-afc9… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:55:38 │
│ microvm-c5241c83-9f10-3e58-89ab-1f19… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:57:32 │
│ microvm-c525bf04-2c6c-3a2c-a764-195d… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:11:37 │
│ microvm-c56464c8-4bcd-3efa-8065-698f… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:55:12 │
│ microvm-c65fd6a3-c98d-346c-a0f3-12cf… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:55:45 │
│ microvm-c6e2d749-e9ab-36fc-bb6b-a136… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:56:03 │
│ microvm-c798c153-01d3-3403-9067-7e75… │ TERMINATED │ handoff-agent         │ 4.0     │ 2026-09-20 14:36:23 │
│ microvm-c7a71f96-bf83-3271-a0ec-322e… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:55:38 │
│ microvm-c7b014ab-3835-324f-b4b2-6aa4… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:57:04 │
│ microvm-c8a1166c-0d13-37d6-938b-63c5… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:22:42 │
│ microvm-c98b45c3-a368-3ed5-9bd8-7ed4… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:22:37 │
│ microvm-c9c0085d-db5b-3fd2-af31-3bbf… │ TERMINATED │ handoff-agent         │ 4.0     │ 2026-09-20 15:02:45 │
│ microvm-c9d6afe0-5d0c-3302-a091-8ea4… │ TERMINATED │ handoff-agent         │ 4.0     │ 2026-09-20 14:36:08 │
│ microvm-ca8b8d3e-424b-3f48-aa91-c38c… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:20:07 │
│ microvm-cab7eb99-e323-3868-abc3-141d… │ TERMINATED │ handoff-agent         │ 4.0     │ 2026-09-20 14:35:00 │
│ microvm-cc3b3b42-4e61-39d6-87d4-1586… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:20:51 │
│ microvm-ccd370e4-b5c1-31dc-a4f7-1766… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:56:03 │
│ microvm-ce0cb515-1378-37d7-b878-90ed… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:32:25 │
│ microvm-ce6e0301-7f72-3c38-a7fd-4072… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:55 │
│ microvm-cf719c24-3fa9-38ca-95cd-3919… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:04:03 │
│ microvm-cfa6d714-9272-3bd2-87ef-f6bf… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:56:03 │
│ microvm-cfd84570-f1b6-3bf2-a5f5-b5f4… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 14:42:21 │
│ microvm-cfe931da-c643-3f10-9bc4-fb03… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:03:39 │
│ microvm-d02905fa-10ff-3ba5-89db-a993… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:12:16 │
│ microvm-d0fdaefb-3e8a-39e3-ac1b-bf59… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:11 │
│ microvm-d1fcef3a-e47f-3e96-816e-57a7… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:56:08 │
│ microvm-d201b243-e39b-3756-b49b-3f05… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 14:40:10 │
│ microvm-d4423cf1-9d97-3548-9920-3467… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:20:55 │
│ microvm-d48bbf78-b8ef-3ef3-9704-f61e… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:20:53 │
│ microvm-d62b2409-0116-3ad0-ac61-602d… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:30:02 │
│ microvm-d6881350-9e6d-3cc0-8204-4b7d… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:36:17 │
│ microvm-d8f698c8-e1df-39ac-a878-c2dd… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:20:39 │
│ microvm-daa5ee9f-5304-3ceb-a412-12d4… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:18:39 │
│ microvm-db6392cc-5c01-3b89-8d74-795c… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:03:38 │
│ microvm-dce9f0e4-d669-3c5a-bfc2-fed3… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:48 │
│ microvm-dd011638-8ffa-3269-8285-a16c… │ TERMINATED │ handoff-agent         │ 4.0     │ 2026-09-20 14:35:19 │
│ microvm-dd14a376-19fd-3205-9586-b44c… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:56:08 │
│ microvm-ddefcffe-c9e7-3e69-8406-cba4… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:10:57 │
│ microvm-dfcfaeb4-c51d-36c4-bef9-f058… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 14:40:17 │
│ microvm-e0e457fd-c0fc-3c4f-a50c-5f15… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:21:22 │
│ microvm-e1c47014-7e5f-33a0-a84f-27d5… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:03:54 │
│ microvm-e1c948f1-2141-37ef-a490-eb4d… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:57:15 │
│ microvm-e2c16278-abf6-3ed5-881c-d4cd… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:18:45 │
│ microvm-e2d89b2e-a3fb-308a-9318-e8ce… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:01:54 │
│ microvm-e2f4c852-8257-324e-83fa-3e8a… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:06:55 │
│ microvm-e316689d-03f5-33a5-9958-08c6… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:21:04 │
│ microvm-e3a0d235-4395-3273-af2c-0d7e… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:57:02 │
│ microvm-e3f2ee76-b778-3ed4-bd1f-19f4… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:30:15 │
│ microvm-e3ff5b4b-86a0-31f3-aeba-790e… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:36 │
│ microvm-e5210834-8a8f-37b8-ab6b-3a2a… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:43 │
│ microvm-e5e59f4d-8caa-307a-90c8-a21e… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:06:20 │
│ microvm-e63eaaa8-6b33-3c99-97aa-c56e… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:55:45 │
│ microvm-e6483456-aef6-3df2-9737-19e7… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:56:52 │
│ microvm-e7cbde16-ccaa-30ff-8251-0ced… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:11:02 │
│ microvm-e7e297ce-b5f9-38e7-b929-1e63… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:31:46 │
│ microvm-e9cba3fb-2553-3743-99ad-4dbe… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:55:45 │
│ microvm-e9d3b437-dbaa-38a7-b3b5-0697… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 14:38:38 │
│ microvm-eacf35d6-988a-3039-9461-7b8b… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:30:05 │
│ microvm-eb0b37c0-4e44-3ba0-95a4-54fa… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:22:04 │
│ microvm-ebd088c7-55b6-319b-a809-c41c… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:24:30 │
│ microvm-ecbbffd8-a3ef-34c7-8e74-5dbf… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:19:36 │
│ microvm-ed10efb1-ba41-3581-b27a-cc60… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:55:52 │
│ microvm-ed3d6725-ab49-32f9-b76a-7b21… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:15:08 │
│ microvm-f1ae1eed-0ace-3bbb-b5bf-e8ab… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:56:36 │
│ microvm-f2e236bf-9cbb-3b6a-bd9c-f572… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:03:15 │
│ microvm-f3e959f9-5de1-3191-a833-d431… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:31:50 │
│ microvm-f42a615b-03a9-3c0a-9797-5ade… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:25:14 │
│ microvm-f46eee2e-d437-3fc8-bb98-4c0e… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 14:39:29 │
│ microvm-f54f5827-5288-3051-b929-5877… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:55:52 │
│ microvm-f64f0ae1-ceff-35d6-9417-8469… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:31:41 │
│ microvm-f685a792-4703-31dc-be18-7d04… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:56:44 │
│ microvm-f8bd28c2-4f46-3725-af51-f180… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:03:15 │
│ microvm-f8f4aa9a-4fb0-3fc9-8645-09e5… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:03:38 │
│ microvm-f90f3636-8585-3666-af98-4603… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:27:17 │
│ microvm-f9e0d17b-c204-32a3-b8c0-a777… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:03:59 │
│ microvm-fa1d378e-adcf-37ee-95d6-24fa… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:06:24 │
│ microvm-facc947e-9986-3708-a48f-9374… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 14:39:28 │
│ microvm-fb82c513-943b-3d02-8a43-81ad… │ TERMINATED │ handoff-agent         │ 3.0     │ 2026-09-20 12:30:42 │
│ microvm-fbd6b986-8bfc-325a-a144-57b5… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:29:01 │
│ microvm-fe63a1f6-0089-34e1-bb0b-e2d6… │ TERMINATED │ demo-agent            │ 1.0     │ 2026-09-20 18:04:18 │
│ microvm-fee6f5ed-6032-3771-b9fe-7246… │ TERMINATED │ handoff-agent-small   │ 1.0     │ 2026-09-20 15:02:59 │
└───────────────────────────────────────┴────────────┴───────────────────────┴─────────┴─────────────────────┘
exit 0
